nivel,codigo_ibge,name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
MU,4108957,  Guamiranga,2586.0,2250.0,2540.0,2850.0,2640.0,2198.0,2773.0,3057.0,3127.0,2948.0,2945.0,3040.0,2887.0,3525.0
MU,4109005,  Guapirama,2600.0,2560.0,2500.0,2400.0,3200.0,2750.0,3010.0,3347.0,2947.0,3223.0,1983.0,3000.0,2727.0,3500.0
MU,4109104,  Guaporema,1800.0,2500.0,1800.0,2600.0,2600.0,1400.0,3197.0,2907.0,2105.0,3000.0,1598.0,3200.0,3000.0,3200.0
MU,4109203,  Guaraci,1845.0,1260.0,1560.0,2699.0,2699.0,2400.0,3100.0,3480.0,2220.0,3480.0,3765.0,3220.0,2220.0,3400.0
MU,4109302,  Guaraniaçu,2750.0,2900.0,2880.0,3200.0,3050.0,2330.0,3021.0,3262.0,2049.0,3217.0,3298.0,3148.0,2989.0,3838.0
MU,4109401,  Guarapuava,2800.0,2600.0,2970.0,3000.0,2849.0,2498.0,3203.0,3444.0,3049.0,3511.0,3529.0,3499.0,3600.0,4120.0
MU,4109658,  Honório Serpa,2024.0,1920.0,2299.0,2804.0,2295.0,2693.0,2595.0,3641.0,2062.0,3126.0,3208.0,3335.0,3450.0,3895.0
MU,4109708,  Ibaiti,2911.0,2500.0,2746.0,3100.0,2975.0,3138.0,2975.0,3600.0,2056.0,3000.0,2479.0,3224.0,2800.0,2800.0
MU,4109757,  Ibema,2716.0,2055.0,3100.0,3200.0,3222.0,3000.0,3441.0,3595.0,2725.0,3223.0,3221.0,3222.0,3446.0,3500.0
MU,4109807,  Ibiporã,1980.0,2220.0,2040.0,2460.0,2580.0,2100.0,2820.0,3526.0,2480.0,2892.0,2420.0,3350.0,2250.0,3600.0
MU,4109906,  Icaraíma,1500.0,1600.0,1350.0,1800.0,1599.0,1314.0,2500.0,2501.0,580.0,2470.0,1700.0,1499.0,3000.0,1700.0
MU,4110003,  Iguaraçu,2230.0,2250.0,2000.0,3050.0,3100.0,2330.0,3300.0,3350.0,2355.0,3470.0,2730.0,3500.0,3000.0,3470.0
MU,4110052,  Iguatu,3223.0,2800.0,2490.0,3150.0,3200.0,3300.0,3291.0,3719.0,2611.0,3500.0,3671.0,3670.0,4003.0,3900.0
MU,4110078,  Imbaú,2800.0,2000.0,2500.0,3000.0,2700.0,2730.0,3000.0,3200.0,3200.0,3500.0,2577.0,3368.0,3242.0,3800.0
MU,4110102,  Imbituva,2771.0,2380.0,2680.0,2950.0,2769.0,2699.0,3063.0,3310.0,3074.0,2984.0,3226.0,3421.0,3274.0,3750.0
MU,4110409,  Indianópolis,2100.0,2100.0,2500.0,2700.0,2250.0,1700.0,2800.0,3100.0,1800.0,2800.0,2250.0,3200.0,2500.0,3300.0
MU,4110508,  Ipiranga,3000.0,3100.0,3100.0,3300.0,3100.0,3300.0,3250.0,3498.0,3497.0,3695.0,3098.0,3691.0,3374.0,3900.0
MU,4110607,  Iporã,1600.0,2300.0,1800.0,2691.0,2484.0,1636.0,3050.0,2933.0,896.0,2182.0,2223.0,2441.0,2961.0,3200.0
MU,4110656,  Iracema do Oeste,2230.0,2400.0,2200.0,3000.0,3100.0,2000.0,3300.0,3346.0,1697.0,3690.0,3613.0,3913.0,3346.0,4200.0
MU,4110706,  Irati,2604.0,2340.0,2550.0,2800.0,2674.0,2524.0,3050.0,3213.0,3069.0,3021.0,3135.0,3280.0,2989.0,3600.0
MU,4110805,  Iretama,2600.0,2920.0,2700.0,3132.0,3400.0,2690.0,3000.0,3644.0,2727.0,2962.0,2882.0,3286.0,2393.0,3200.0
MU,4110904,  Itaguajé,1050.0,1149.0,1449.0,3200.0,1750.0,1849.0,3032.0,3282.0,2158.0,2220.0,1500.0,2650.0,3000.0,3249.0
MU,4110953,  Itaipulândia,1977.0,2480.0,3273.0,3272.0,3346.0,713.0,3088.0,3211.0,1795.0,3400.0,2775.0,2748.0,3397.0,3100.0
MU,4111001,  Itambaracá,2700.0,2070.0,2350.0,2800.0,2880.0,1858.0,3059.0,3350.0,2630.0,3373.0,1690.0,2619.0,3209.0,3091.0
MU,4111100,  Itambé,2730.0,2150.0,2100.0,2974.0,2974.0,1185.0,3160.0,3640.0,2250.0,3493.0,3100.0,3380.0,3000.0,4000.0
MU,4111209,  Itapejara d'Oeste,2454.0,1711.0,1479.0,2586.0,2258.0,2446.0,2700.0,2910.0,1416.0,2707.0,3040.0,3242.0,2917.0,4000.0
MU,4111407,  Ivaí,2700.0,2800.0,2600.0,3000.0,3000.0,3300.0,3100.0,3400.0,3300.0,3495.0,2903.0,3466.0,3360.0,3800.0
MU,4111506,  Ivaiporã,3000.0,2680.0,2700.0,3000.0,3000.0,3300.0,3200.0,3477.0,2975.0,4000.0,3400.0,3300.0,2600.0,3500.0
MU,4111605,  Ivatuba,2750.0,2600.0,2600.0,3100.0,3000.0,1850.0,3570.0,3500.0,2820.0,3766.0,3210.0,3658.0,3698.0,3750.0
MU,4111704,  Jaboti,2973.0,2500.0,2500.0,3200.0,3200.0,2396.0,3099.0,3350.0,3350.0,3000.0,2479.0,3235.0,3000.0,3400.0
MU,4111902,  Jaguapitã,1970.0,1680.0,1560.0,2820.0,3000.0,2639.0,3200.0,3420.0,2700.0,2940.0,1560.0,3220.0,2460.0,3400.0
MU,4112009,  Jaguariaíva,3140.0,2000.0,2800.0,3243.0,3170.0,2800.0,3200.0,3397.0,3540.0,3592.0,3097.0,3689.0,3388.0,4000.0
MU,4112108,  Jandaia do Sul,3000.0,2700.0,2600.0,2090.0,3100.0,2480.0,2800.0,3300.0,2500.0,3400.0,3250.0,3400.0,2353.0,3650.0
MU,4112207,  Janiópolis,2596.0,2355.0,2130.0,2130.0,2975.0,2975.0,3246.0,3347.0,2095.0,3394.0,3091.0,3316.0,3101.0,3470.0
MU,4112306,  Japira,2931.0,2500.0,2960.0,3120.0,3200.0,2395.0,3200.0,3200.0,3104.0,3460.0,2479.0,3467.0,3000.0,3470.0
MU,4112405,  Japurá,2200.0,2400.0,2100.0,2700.0,4300.0,984.0,3100.0,3400.0,1800.0,2940.0,2462.0,3450.0,2800.0,3500.0
MU,4112504,  Jardim Alegre,3000.0,2400.0,2650.0,3000.0,3000.0,3300.0,3100.0,3400.0,2975.0,3600.0,3400.0,3300.0,2600.0,3500.0
MU,4112603,  Jardim Olinda,1365.0,1500.0,1240.0,2620.0,2305.0,1815.0,3204.0,3362.0,2513.0,3126.0,1650.0,2955.0,2994.0,3400.0
MU,4112702,  Jataizinho,2700.0,1983.0,1980.0,2700.0,2850.0,1880.0,3000.0,3347.0,2479.0,3200.0,1740.0,3100.0,2940.0,3304.0
MU,4112751,  Jesuítas,2230.0,2400.0,2500.0,3000.0,3250.0,2000.0,3698.0,3700.0,2000.0,3950.0,3543.0,3996.0,3347.0,4200.0
MU,4112801,  Joaquim Távora,2500.0,1700.0,2496.0,2296.0,3100.0,2452.0,3101.0,3200.0,3053.0,3200.0,1983.0,3000.0,2603.0,3500.0
MU,4112900,  Jundiaí do Sul,2400.0,2100.0,2400.0,2500.0,3070.0,2723.0,3100.0,3347.0,2802.0,3471.0,1736.0,2800.0,2603.0,3800.0
MU,4112959,  Juranda,2727.0,2600.0,2626.0,2626.0,3339.0,2311.0,3741.0,3403.0,2580.0,3364.0,3580.0,3411.0,3687.0,3900.0
MU,4113007,  Jussara,2500.0,2300.0,1500.0,2700.0,2300.0,1900.0,2864.0,3400.0,2464.0,2933.0,2229.0,3447.0,2709.0,2975.0
MU,4113106,  Kaloré,3200.0,2400.0,2500.0,3200.0,3160.0,2000.0,2700.0,3400.0,2373.0,3300.0,3100.0,3570.0,2340.0,3704.0
MU,4113205,  Lapa,2628.0,1815.0,2900.0,3000.0,3000.0,2500.0,2800.0,3098.0,3165.0,3241.0,2850.0,3235.0,3350.0,3350.0
MU,4113254,  Laranjal,2681.0,2250.0,2600.0,2800.0,3140.0,2700.0,3000.0,3000.0,2500.0,3092.0,2920.0,3080.0,3300.0,3560.0
MU,4113304,  Laranjeiras do Sul,2433.0,1900.0,3100.0,3075.0,3040.0,2600.0,3208.0,3330.0,1980.0,3187.0,3194.0,3591.0,3490.0,3700.0
MU,4113403,  Leópolis,2500.0,2070.0,1730.0,2800.0,2880.0,1785.0,3100.0,3350.0,2231.0,3391.0,1760.0,2980.0,2940.0,3480.0
MU,4113429,  Lidianópolis,3000.0,2400.0,2650.0,3000.0,3000.0,2900.0,3100.0,3400.0,2975.0,3600.0,3347.0,3300.0,2600.0,3500.0
MU,4113452,  Lindoeste,2880.0,2280.0,1800.0,2700.0,3216.0,3250.0,3173.0,3200.0,2661.0,3408.0,3500.0,3500.0,3238.0,3690.0
MU,4113601,  Lobato,1449.0,2170.0,2100.0,3050.0,2229.0,1910.0,3400.0,3434.0,2250.0,3350.0,2495.0,3350.0,3250.0,3650.0
MU,4113700,  Londrina,2743.0,2220.0,2100.0,2880.0,2880.0,2520.0,2940.0,3281.0,2701.0,2940.0,2300.0,3200.0,2250.0,3250.0
MU,4113734,  Luiziana,3060.0,2699.0,2963.0,3168.0,3211.0,2507.0,3063.0,3413.0,3233.0,3611.0,3428.0,3435.0,2453.0,3471.0
MU,4113759,  Lunardelli,3000.0,2400.0,2650.0,3000.0,3100.0,2900.0,3100.0,3400.0,2900.0,3600.0,2777.0,3000.0,2231.0,3500.0
MU,4113809,  Lupionópolis,1200.0,1799.0,1740.0,2500.0,2740.0,1700.0,3100.0,3100.0,2479.0,3220.0,1800.0,3470.0,2880.0,3540.0
MU,4113908,  Mallet,2617.0,2340.0,2520.0,2800.0,2640.0,2300.0,2868.0,3179.0,3062.0,2975.0,3033.0,3088.0,3081.0,3500.0
MU,4114005,  Mamborê,2887.0,2650.0,2592.0,3146.0,3148.0,2684.0,3352.0,3607.0,2733.0,3385.0,3361.0,3446.0,3327.0,3350.0
MU,4114104,  Mandaguaçu,2600.0,1850.0,1850.0,2850.0,2500.0,2050.0,3000.0,3350.0,2200.0,3000.0,2700.0,3387.0,2850.0,3500.0
MU,4114203,  Mandaguari,2350.0,1850.0,1854.0,2850.0,3000.0,2100.0,2800.0,3000.0,2100.0,3294.0,3100.0,3480.0,2900.0,3950.0
MU,4114302,  Mandirituba,2500.0,2500.0,2866.0,3100.0,2840.0,2900.0,2923.0,3046.0,3019.0,3175.0,2828.0,3272.0,1784.0,3600.0
MU,4114351,  Manfrinópolis,1800.0,1300.0,1500.0,2900.0,2800.0,2400.0,2800.0,3400.0,2000.0,3200.0,2600.0,3000.0,3200.0,3700.0
MU,4114401,  Mangueirinha,2419.0,2100.0,2600.0,3075.0,2713.0,2838.0,2988.0,3435.0,2987.0,3362.0,3278.0,3518.0,3833.0,4167.0
MU,4114500,  Manoel Ribas,3100.0,2420.0,2650.0,3000.0,3100.0,3000.0,3200.0,3557.0,2965.0,3500.0,3250.0,2707.0,3100.0,1711.0
MU,4114609,  Marechal Cândido Rondon,1978.0,2354.0,1606.0,2404.0,3238.0,1698.0,3149.0,3300.0,1362.0,3490.0,3170.0,2950.0,3229.0,3768.0
MU,4114708,  Maria Helena,2100.0,2000.0,1850.0,2800.0,2300.0,2000.0,2504.0,2500.0,1601.0,2351.0,2101.0,2500.0,3197.0,3197.0
MU,4114807,  Marialva,2200.0,1800.0,2250.0,2800.0,3000.0,2402.0,3094.0,3600.0,2479.0,3450.0,3199.0,3469.0,3050.0,4000.0
MU,4114906,  Marilândia do Sul,3360.0,2780.0,2800.0,3105.0,3300.0,2800.0,2900.0,3500.0,2675.0,3400.0,3000.0,3650.0,2230.0,3700.0
MU,4115101,  Mariluz,2200.0,2080.0,3000.0,3000.0,2944.0,2284.0,2877.0,3144.0,1991.0,3381.0,3363.0,3401.0,3286.0,3700.0
MU,4115200,  Maringá,2600.0,2300.0,2150.0,2850.0,2750.0,2100.0,3170.0,3500.0,2229.0,3250.0,2849.0,3399.0,2800.0,3600.0
MU,4115309,  Mariópolis,2609.0,2304.0,2480.0,2915.0,2871.0,2141.0,3041.0,3026.0,1712.0,3171.0,2971.0,2927.0,2875.0,3868.0
MU,4115358,  Maripá,2100.0,2730.0,2395.0,3070.0,3093.0,1294.0,3177.0,3300.0,1024.0,3723.0,3720.0,3269.0,4159.0,3500.0
MU,4115408,  Marmeleiro,2480.0,920.0,1976.0,2945.0,2880.0,2368.0,3287.0,3500.0,1996.0,3270.0,2897.0,3398.0,3162.0,3500.0
MU,4115457,  Marquinho,2200.0,1800.0,3000.0,3050.0,2870.0,2560.0,3200.0,3220.0,1860.0,2590.0,2700.0,2980.0,3025.0,3450.0
MU,4115507,  Marumbi,3120.0,2570.0,2400.0,2396.0,3100.0,2550.0,2700.0,3545.0,2700.0,3600.0,3700.0,3850.0,2300.0,3700.0
MU,4115606,  Matelândia,2333.0,2300.0,2340.0,3100.0,3595.0,1758.0,3154.0,3388.0,1486.0,3458.0,3485.0,2901.0,3385.0,4091.0
MU,4115754,  Mauá da Serra,3600.0,2780.0,2970.0,3277.0,3300.0,3000.0,3000.0,3500.0,2706.0,3400.0,3200.0,3720.0,3100.0,4000.0
MU,4115804,  Medianeira,2500.0,2950.0,2340.0,3419.0,3466.0,1241.0,3590.0,3695.0,1614.0,3587.0,3644.0,3044.0,3201.0,3720.0
MU,4115853,  Mercedes,1596.0,2230.0,1553.0,2345.0,3000.0,1992.0,3043.0,3100.0,1500.0,3522.0,3153.0,3041.0,3089.0,3500.0
MU,4115903,  Mirador,1900.0,2350.0,1900.0,2600.0,2700.0,1550.0,2660.0,2600.0,1900.0,2750.0,2750.0,3000.0,2925.0,2700.0
MU,4116000,  Miraselva,1018.0,1260.0,1619.0,1200.0,2700.0,2094.0,3000.0,2460.0,2463.0,3000.0,1139.0,3000.0,1800.0,3360.0
MU,4116059,  Missal,1985.0,2720.0,1688.0,3100.0,3471.0,943.0,3423.0,3342.0,1500.0,3599.0,2781.0,2227.0,3347.0,3000.0
MU,4116109,  Moreira Sales,2355.0,2100.0,2480.0,2480.0,2680.0,2420.0,3172.0,3272.0,2355.0,3191.0,3312.0,3073.0,2836.0,3471.0
MU,4116307,  Munhoz de Melo,1700.0,1700.0,2050.0,2700.0,3000.0,2800.0,2846.0,3500.0,2525.0,3350.0,2980.0,3600.0,2480.0,3500.0
MU,4116406,  Nossa Senhora das Graças,1239.0,1800.0,1950.0,2610.0,2700.0,2149.0,3150.0,3500.0,2900.0,3300.0,2750.0,3601.0,3370.0,3600.0
MU,4116505,  Nova Aliança do Ivaí,2000.0,1379.0,2300.0,2600.0,2597.0,900.0,2711.0,2889.0,2000.0,2520.0,1660.0,2547.0,1700.0,2974.0
MU,4116604,  Nova América da Colina,2500.0,1900.0,2230.0,2750.0,2880.0,1983.0,3000.0,3600.0,2480.0,3300.0,1760.0,3000.0,2880.0,3600.0
MU,4116703,  Nova Aurora,2603.0,2400.0,2600.0,3244.0,3269.0,1610.0,3320.0,3459.0,2495.0,3583.0,3682.0,3967.0,3583.0,4282.0
MU,4116802,  Nova Cantu,2722.0,2603.0,2404.0,2404.0,3024.0,3024.0,3124.0,3197.0,2471.0,3327.0,3573.0,3764.0,3429.0,4165.0
MU,4116901,  Nova Esperança,1894.0,2100.0,2250.0,3000.0,2500.0,1900.0,2778.0,3000.0,1999.0,3350.0,2200.0,3296.0,2099.0,3400.0
MU,4116950,  Nova Esperança do Sudoeste,2000.0,1020.0,1806.0,2948.0,2800.0,2500.0,2913.0,3500.0,2000.0,3054.0,2774.0,3194.0,3271.0,3900.0
MU,4117008,  Nova Fátima,2700.0,1900.0,2550.0,2800.0,2880.0,2231.0,3000.0,3660.0,2480.0,3300.0,1890.0,3100.0,2940.0,3720.0
MU,4117057,  Nova Laranjeiras,2374.0,2000.0,2800.0,3024.0,3087.0,2490.0,3200.0,3230.0,1729.0,2707.0,2727.0,3068.0,3123.0,3600.0
MU,4117255,  Nova Prata do Iguaçu,2579.0,1560.0,1923.0,3012.0,2891.0,2296.0,3240.0,3461.0,1924.0,3332.0,3169.0,3188.0,3352.0,4000.0
MU,4117214,  Nova Santa Bárbara,2700.0,2000.0,2400.0,2800.0,2849.0,2231.0,3173.0,3720.0,2727.0,3400.0,1740.0,3000.0,2880.0,3600.0
MU,4117222,  Nova Santa Rosa,2289.0,3300.0,1303.0,3153.0,3155.0,1750.0,2987.0,3300.0,1323.0,3724.0,4031.0,3451.0,3689.0,3400.0
MU,4117271,  Nova Tebas,2600.0,2100.0,2500.0,2800.0,3200.0,2900.0,3100.0,3300.0,3000.0,2878.0,3100.0,1765.0,3000.0,2880.0
MU,4117297,  Novo Itacolomi,3000.0,2030.0,2100.0,2500.0,2800.0,2480.0,2700.0,3000.0,2300.0,3300.0,3050.0,3600.0,2730.0,3600.0
MU,4117305,  Ortigueira,2750.0,2300.0,2800.0,3000.0,2550.0,2860.0,3100.0,3398.0,3000.0,3592.0,2503.0,3590.0,2990.0,3850.0
MU,4117404,  Ourizona,2680.0,2300.0,2310.0,2850.0,2600.0,2230.0,3350.0,3600.0,2600.0,3600.0,3400.0,3499.0,3200.0,3700.0
MU,4117453,  Ouro Verde do Oeste,2480.0,2579.0,1901.0,2835.0,3343.0,1896.0,3373.0,3200.0,1496.0,3347.0,3335.0,3572.0,3332.0,3900.0
MU,4117503,  Paiçandu,2979.0,2400.0,2700.0,3000.0,2600.0,2100.0,3250.0,3600.0,2228.0,3350.0,3250.0,3499.0,3010.0,2850.0
MU,4117602,  Palmas,2030.0,1980.0,2400.0,2727.0,2380.0,2600.0,2800.0,3100.0,2750.0,2900.0,3150.0,3300.0,3300.0,3600.0
MU,4117701,  Palmeira,2729.0,2350.0,2850.0,3200.0,2700.0,2323.0,2713.0,3495.0,3291.0,3596.0,3197.0,3198.0,3384.0,3800.0
MU,4117800,  Palmital,2500.0,2350.0,2700.0,2800.0,3000.0,2550.0,3000.0,3100.0,1900.0,3172.0,2730.0,3195.0,3300.0,3400.0
MU,4117909,  Palotina,2176.0,3100.0,1956.0,2957.0,3166.0,1256.0,3317.0,3300.0,1347.0,3266.0,3269.0,3170.0,3531.0,4100.0
MU,4118006,  Paraíso do Norte,2350.0,2300.0,2430.0,2970.0,2350.0,1500.0,2900.0,3100.0,2005.0,3100.0,2600.0,3220.0,2825.0,2500.0
MU,4118105,  Paranacity,2000.0,2400.0,1860.0,2800.0,2350.0,1750.0,3112.0,3400.0,1726.0,3300.0,1770.0,3350.0,2750.0,3500.0
MU,4118303,  Paranapoema,1365.0,1412.0,950.0,1983.0,2500.0,1700.0,2939.0,3200.0,2459.0,2500.0,1250.0,3225.0,2116.0,3400.0
MU,4118402,  Paranavaí,1000.0,1116.0,1240.0,2700.0,2300.0,2700.0,2700.0,2759.0,1000.0,2519.0,2000.0,2500.0,1735.0,2513.0
MU,4118451,  Pato Bragado,1600.0,2600.0,1121.0,2692.0,3200.0,1397.0,3484.0,3000.0,1362.0,3386.0,3197.0,2788.0,3400.0,3520.0
MU,4118501,  Pato Branco,2517.0,1983.0,2468.0,2763.0,2916.0,2918.0,3407.0,3326.0,1991.0,3206.0,2869.0,3281.0,3307.0,3507.0
MU,4118600,  Paula Freitas,2920.0,2350.0,3000.0,3392.0,2787.0,2555.0,2716.0,3145.0,3293.0,3350.0,3275.0,3017.0,3050.0,3700.0
MU,4118709,  Paulo Frontin,2827.0,2150.0,2846.0,3296.0,2648.0,2500.0,2363.0,2930.0,2951.0,3237.0,3209.0,2972.0,2965.0,3400.0
MU,4118808,  Peabiru,3288.0,2400.0,2496.0,6988.0,3094.0,2190.0,3073.0,3430.0,2546.0,3379.0,3012.0,3202.0,2910.0,3768.0
MU,4118857,  Perobal,2100.0,2500.0,2700.0,2800.0,2500.0,2300.0,3182.0,3000.0,1549.0,2850.0,2481.0,2940.0,2891.0,2500.0
MU,4119004,  Pérola d'Oeste,2171.0,1120.0,1232.0,3140.0,2813.0,1800.0,3300.0,3500.0,1545.0,3059.0,3178.0,2992.0,3490.0,3700.0
MU,4119251,  Pinhal de São Bento,2000.0,1050.0,2130.0,2882.0,2800.0,1800.0,3227.0,3400.0,1900.0,3011.0,2892.0,3500.0,3450.0,3900.0
